"Program Area","Project County Code","Project Number","Project Name","Project Street","Project Address Line2","Project City","Project State","Project Zip","Billing Year","Amount Billed","Amount Paid","Pending Amount Due"
"Condominium Project","60","PR1S015812","WATERWAY CLUB #1","200 WATERWAY DRIVE SOUTH #1","","LANTANA","FL","334621830","2025","108","108","0"
"Condominium Project","60","PR1S015812","WATERWAY CLUB #1","200 WATERWAY DRIVE SOUTH #1","","LANTANA","FL","334621830","2024","108","108","0"
"Condominium Project","60","PR1S015812","WATERWAY CLUB #1","200 WATERWAY DRIVE SOUTH #1","","LANTANA","FL","334621830","2023","108","118.8","0"
"Condominium Project","60","PR1S015812","WATERWAY CLUB #1","200 WATERWAY DRIVE SOUTH #1","","LANTANA","FL","334621830","2022","108","108","0"
"Condominium Project","60","PR1S015261","WATERWAY CLUB #2","100 WATERWAY DRIVE SOUTH #2","","LANTANA","FL","334621826","2023","160","176","0"
"Condominium Project","60","PR1S015261","WATERWAY CLUB #2","100 WATERWAY DRIVE SOUTH #2","","LANTANA","FL","334621826","2022","160","160","0"
"Condominium Project","60","PR1S015261","WATERWAY CLUB #2","100 WATERWAY DRIVE SOUTH #2","","LANTANA","FL","334621826","2024","160","176","0"
"Condominium Project","60","PR1S015261","WATERWAY CLUB #2","100 WATERWAY DRIVE SOUTH #2","","LANTANA","FL","334621826","2025","160","160","0"
"Condominium Project","60","PR1S015261","WATERWAY CLUB #2","100 WATERWAY DRIVE SOUTH #2","","LANTANA","FL","334621826","2026","160","160","0"
"Condominium Project","60","PR1S011510","WATERWAY CLUB #8","300 WATERWAY DRIVE SOUTH #8","","LANTANA","FL","334621833","2026","144","144","0"
"Condominium Project","60","PR1S011510","WATERWAY CLUB #8","300 WATERWAY DRIVE SOUTH #8","","LANTANA","FL","334621833","2025","144","144","0"
"Condominium Project","60","PR1S011510","WATERWAY CLUB #8","300 WATERWAY DRIVE SOUTH #8","","LANTANA","FL","334621833","2024","144","144","0"
"Condominium Project","60","PR1S011510","WATERWAY CLUB #8","300 WATERWAY DRIVE SOUTH #8","","LANTANA","FL","334621833","2023","144","158.4","0"
"Condominium Project","60","PR1S011510","WATERWAY CLUB #8","300 WATERWAY DRIVE SOUTH #8","","LANTANA","FL","334621833","2022","144","144","0"
"Condominium Project","60","PR1S009488","WATERWAY CONDO","4475 NORTH OCEAN BOULEVARD","","DELRAY BEACH","FL","334837501","2022","48","48","0"
"Condominium Project","60","PR1S009488","WATERWAY CONDO","4475 NORTH OCEAN BOULEVARD","","DELRAY BEACH","FL","334837501","2024","48","48","0"
"Condominium Project","60","PR1S009488","WATERWAY CONDO","4475 NORTH OCEAN BOULEVARD","","DELRAY BEACH","FL","334837501","2023","48","48","0"
"Condominium Project","60","PR1S009488","WATERWAY CONDO","4475 NORTH OCEAN BOULEVARD","","DELRAY BEACH","FL","334837501","2025","48","48","0"
"Condominium Project","60","PR1S009488","WATERWAY CONDO","4475 NORTH OCEAN BOULEVARD","","DELRAY BEACH","FL","334837501","2026","48","48","0"
"Condominium Project","21","PR1U024810","WATERWAY COVE, A CONDO","1911 GAYER WAY","","MARCO ISLAND","FL","34145","2023","32","32","0"
"Condominium Project","21","PR1U024810","WATERWAY COVE, A CONDO","1911 GAYER WAY","","MARCO ISLAND","FL","34145","2022","32","32","0"
"Condominium Project","21","PR1U024810","WATERWAY COVE, A CONDO","1911 GAYER WAY","","MARCO ISLAND","FL","34145","2024","32","32","0"
"Condominium Project","21","PR1U024810","WATERWAY COVE, A CONDO","1911 GAYER WAY","","MARCO ISLAND","FL","34145","2025","32","32","0"
"Condominium Project","21","PR1U024810","WATERWAY COVE, A CONDO","1911 GAYER WAY","","MARCO ISLAND","FL","34145","2026","32","32","0"
"Condominium Project","74","PR1S024606","WATERWAY EAST","325 NORTH CAUSEWAY","","NEW SMYRNA BEACH","FL","32169","2026","300","300","0"
"Condominium Project","74","PR1S024606","WATERWAY EAST","325 NORTH CAUSEWAY","","NEW SMYRNA BEACH","FL","32169","2024","300","330","0"
"Condominium Project","74","PR1S024606","WATERWAY EAST","325 NORTH CAUSEWAY","","NEW SMYRNA BEACH","FL","32169","2025","300","363","0"
"Condominium Project","74","PR1S024606","WATERWAY EAST","325 NORTH CAUSEWAY","","NEW SMYRNA BEACH","FL","32169","2022","300","300","0"
"Condominium Project","74","PR1S024606","WATERWAY EAST","325 NORTH CAUSEWAY","","NEW SMYRNA BEACH","FL","32169","2023","300","300","0"
"Condominium Project","60","PR1S018583","WATERWAY EAST, A CONDO","304 GOLFVIEW ROAD","","NORTH PALM BEACH","FL","33408","2026","160","160","0"
"Condominium Project","60","PR1S018583","WATERWAY EAST, A CONDO","304 GOLFVIEW ROAD","","NORTH PALM BEACH","FL","33408","2025","160","176","0"
"Condominium Project","60","PR1S018583","WATERWAY EAST, A CONDO","304 GOLFVIEW ROAD","","NORTH PALM BEACH","FL","33408","2024","160","176","0"
"Condominium Project","60","PR1S018583","WATERWAY EAST, A CONDO","304 GOLFVIEW ROAD","","NORTH PALM BEACH","FL","33408","2022","160","160","0"
"Condominium Project","60","PR1S018583","WATERWAY EAST, A CONDO","304 GOLFVIEW ROAD","","NORTH PALM BEACH","FL","33408","2023","160","160","0"
"Condominium Project","23","PR1S018059","WATERWAY ISLES","3860 N.E. 170TH STREET","","NORTH MIAMI BEACH","FL","331603129","2023","144","144","0"
"Condominium Project","23","PR1S018059","WATERWAY ISLES","3860 N.E. 170TH STREET","","NORTH MIAMI BEACH","FL","331603129","2022","144","158.4","0"
"Condominium Project","23","PR1S018059","WATERWAY ISLES","3860 N.E. 170TH STREET","","NORTH MIAMI BEACH","FL","331603129","2024","144","158.4","0"
"Condominium Project","23","PR1S018059","WATERWAY ISLES","3860 N.E. 170TH STREET","","NORTH MIAMI BEACH","FL","331603129","2026","","",""
"Condominium Project","23","PR1S018059","WATERWAY ISLES","3860 N.E. 170TH STREET","","NORTH MIAMI BEACH","FL","331603129","2025","144","144","0"
"Condominium Project","60","PR1S001089","WATERWAY NORTH, A CONDO","800 ANDREWS AVENUE","","DELRAY BEACH","FL","334837246","2024","60","60","0"
"Condominium Project","60","PR1S001089","WATERWAY NORTH, A CONDO","800 ANDREWS AVENUE","","DELRAY BEACH","FL","334837246","2025","60","66","0"
"Condominium Project","60","PR1S001089","WATERWAY NORTH, A CONDO","800 ANDREWS AVENUE","","DELRAY BEACH","FL","334837246","2026","","",""
"Condominium Project","60","PR1S001089","WATERWAY NORTH, A CONDO","800 ANDREWS AVENUE","","DELRAY BEACH","FL","334837246","2022","60","60","0"
"Condominium Project","60","PR1S001089","WATERWAY NORTH, A CONDO","800 ANDREWS AVENUE","","DELRAY BEACH","FL","334837246","2023","60","60","0"
"Condominium Project","38","PR1S026783","WATERWAY PATIO HOMES CONDO, PHASE II","100 CLUBHOUSE LANE","","SEBRING","FL","33876","2022","128","128","0"
"Condominium Project","38","PR1S026783","WATERWAY PATIO HOMES CONDO, PHASE II","100 CLUBHOUSE LANE","","SEBRING","FL","33876","2023","128","128","0"
"Condominium Project","38","PR1S026783","WATERWAY PATIO HOMES CONDO, PHASE II","100 CLUBHOUSE LANE","","SEBRING","FL","33876","2024","128","128","0"
"Condominium Project","38","PR1S026783","WATERWAY PATIO HOMES CONDO, PHASE II","100 CLUBHOUSE LANE","","SEBRING","FL","33876","2026","128","128","0"
"Condominium Project","38","PR1S026783","WATERWAY PATIO HOMES CONDO, PHASE II","100 CLUBHOUSE LANE","","SEBRING","FL","33876","2025","128","128","0"
"Condominium Project","38","PR1S025237","WATERWAY PATIO HOMES, A CONDO","100 CLUBHOUSE LANE","","SEBRING","FL","33876","2025","168","168","0"
"Condominium Project","38","PR1S025237","WATERWAY PATIO HOMES, A CONDO","100 CLUBHOUSE LANE","","SEBRING","FL","33876","2023","168","168","0"
"Condominium Project","38","PR1S025237","WATERWAY PATIO HOMES, A CONDO","100 CLUBHOUSE LANE","","SEBRING","FL","33876","2022","168","184.8","0"
"Condominium Project","38","PR1S025237","WATERWAY PATIO HOMES, A CONDO","100 CLUBHOUSE LANE","","SEBRING","FL","33876","2024","168","168","0"
"Condominium Project","38","PR1S025237","WATERWAY PATIO HOMES, A CONDO","100 CLUBHOUSE LANE","","SEBRING","FL","33876","2026","168","168","0"
"Condominium Project","23","PR1S017533","WATERWAY PLAZA","7900 WATERWAY DRIVE","","MIAMI","FL","33141","2025","248","248","0"
"Condominium Project","23","PR1S017533","WATERWAY PLAZA","7900 WATERWAY DRIVE","","MIAMI","FL","33141","2026","248","248","0"
"Condominium Project","23","PR1S017533","WATERWAY PLAZA","7900 WATERWAY DRIVE","","MIAMI","FL","33141","2022","248","248","0"
"Condominium Project","23","PR1S017533","WATERWAY PLAZA","7900 WATERWAY DRIVE","","MIAMI","FL","33141","2023","248","248","0"
"Condominium Project","23","PR1S017533","WATERWAY PLAZA","7900 WATERWAY DRIVE","","MIAMI","FL","33141","2024","248","248","0"
"Condominium Project","21","PR1S024445","WATERWAY POINTE, A CONDO","WATERWAY DRIVE","","MARCO ISLAND","FL","34145","2022","96","96","0"
"Condominium Project","21","PR1S024445","WATERWAY POINTE, A CONDO","WATERWAY DRIVE","","MARCO ISLAND","FL","34145","2024","96","96","0"
"Condominium Project","21","PR1S024445","WATERWAY POINTE, A CONDO","WATERWAY DRIVE","","MARCO ISLAND","FL","34145","2023","96","96","0"
"Condominium Project","21","PR1S024445","WATERWAY POINTE, A CONDO","WATERWAY DRIVE","","MARCO ISLAND","FL","34145","2025","96","0","105.6"
"Condominium Project","21","PR1S024445","WATERWAY POINTE, A CONDO","WATERWAY DRIVE","","MARCO ISLAND","FL","34145","2026","96","201.6","-105.6"
"Condominium Project","60","PR1S009400","WATERWAY TERRACE","300 GOLFVIEW ROAD","","NORTH PALM BEACH","FL","334083509","2026","132","132","0"
"Condominium Project","60","PR1S009400","WATERWAY TERRACE","300 GOLFVIEW ROAD","","NORTH PALM BEACH","FL","334083509","2025","132","132","0"
"Condominium Project","60","PR1S009400","WATERWAY TERRACE","300 GOLFVIEW ROAD","","NORTH PALM BEACH","FL","334083509","2024","132","132","0"
"Condominium Project","60","PR1S009400","WATERWAY TERRACE","300 GOLFVIEW ROAD","","NORTH PALM BEACH","FL","334083509","2023","132","132","0"
"Condominium Project","60","PR1S009400","WATERWAY TERRACE","300 GOLFVIEW ROAD","","NORTH PALM BEACH","FL","334083509","2022","132","132","0"
"Condominium Project","15","PR1S001907","WATERWAY TOWNHOUSE #1","415 IBIS LANE #1","","SATELLITE BEACH","FL","329373715","2026","188","188","0"
"Condominium Project","15","PR1S001907","WATERWAY TOWNHOUSE #1","415 IBIS LANE #1","","SATELLITE BEACH","FL","329373715","2025","188","188","0"
"Condominium Project","15","PR1S001907","WATERWAY TOWNHOUSE #1","415 IBIS LANE #1","","SATELLITE BEACH","FL","329373715","2024","188","188","0"
"Condominium Project","15","PR1S001907","WATERWAY TOWNHOUSE #1","415 IBIS LANE #1","","SATELLITE BEACH","FL","329373715","2023","188","188","0"
"Condominium Project","15","PR1S001907","WATERWAY TOWNHOUSE #1","415 IBIS LANE #1","","SATELLITE BEACH","FL","329373715","2022","188","188","0"
"Condominium Project","15","PR1S011054","WATERWAY TOWNHOUSE #2","417 IBIS LANE #2","","SATELLITE BEACH","FL","329373715","2022","264","264","0"
"Condominium Project","15","PR1S011054","WATERWAY TOWNHOUSE #2","417 IBIS LANE #2","","SATELLITE BEACH","FL","329373715","2023","264","264","0"
"Condominium Project","15","PR1S011054","WATERWAY TOWNHOUSE #2","417 IBIS LANE #2","","SATELLITE BEACH","FL","329373715","2024","264","264","0"
"Condominium Project","15","PR1S011054","WATERWAY TOWNHOUSE #2","417 IBIS LANE #2","","SATELLITE BEACH","FL","329373715","2025","264","264","0"
"Condominium Project","15","PR1S011054","WATERWAY TOWNHOUSE #2","417 IBIS LANE #2","","SATELLITE BEACH","FL","329373715","2026","264","264","0"
"Condominium Project","74","PR1S005893","WATERWAY WEST","315 NORTH CAUSEWAY","","NEW SMYRNA BEACH","FL","320695240","2026","264","264","0"
"Condominium Project","74","PR1S005893","WATERWAY WEST","315 NORTH CAUSEWAY","","NEW SMYRNA BEACH","FL","320695240","2024","264","264","0"
"Condominium Project","74","PR1S005893","WATERWAY WEST","315 NORTH CAUSEWAY","","NEW SMYRNA BEACH","FL","320695240","2025","264","290.4","0"
"Condominium Project","74","PR1S005893","WATERWAY WEST","315 NORTH CAUSEWAY","","NEW SMYRNA BEACH","FL","320695240","2023","264","264","0"
"Condominium Project","74","PR1S005893","WATERWAY WEST","315 NORTH CAUSEWAY","","NEW SMYRNA BEACH","FL","320695240","2022","264","264","0"
"Condominium Project","23","PR1V010881","WATERWAY WEST, A CONDO","465 SWALLOW DRIVE","","MIAMI SPRINGS","FL","331664438","2022","72","72","0"
"Condominium Project","23","PR1V010881","WATERWAY WEST, A CONDO","465 SWALLOW DRIVE","","MIAMI SPRINGS","FL","331664438","2024","72","72","0"
"Condominium Project","23","PR1V010881","WATERWAY WEST, A CONDO","465 SWALLOW DRIVE","","MIAMI SPRINGS","FL","331664438","2026","72","72","0"
"Condominium Project","23","PR1V010881","WATERWAY WEST, A CONDO","465 SWALLOW DRIVE","","MIAMI SPRINGS","FL","331664438","2025","72","72","0"
"Condominium Project","23","PR1V010881","WATERWAY WEST, A CONDO","465 SWALLOW DRIVE","","MIAMI SPRINGS","FL","331664438","2023","72","72","0"
"Condominium Project","60","PR75748","WATERWAY WEST, A CONDO","308 GOLFVIEW ROAD","","NORTH PALM BEACH","FL","33408","2022","160","160","0"
"Condominium Project","60","PR75748","WATERWAY WEST, A CONDO","308 GOLFVIEW ROAD","","NORTH PALM BEACH","FL","33408","2023","160","160","0"
"Condominium Project","60","PR75748","WATERWAY WEST, A CONDO","308 GOLFVIEW ROAD","","NORTH PALM BEACH","FL","33408","2024","160","160","0"
"Condominium Project","60","PR75748","WATERWAY WEST, A CONDO","308 GOLFVIEW ROAD","","NORTH PALM BEACH","FL","33408","2025","160","176","0"
"Condominium Project","60","PR75748","WATERWAY WEST, A CONDO","308 GOLFVIEW ROAD","","NORTH PALM BEACH","FL","33408","2026","160","160","0"
"Condominium Project","51","PR1P005215","WATERWAY, A CONDO","9516 CORTEZ ROAD WEST","","BRADENTON","FL","342101800","2026","312","312","0"
"Condominium Project","51","PR1P005215","WATERWAY, A CONDO","9516 CORTEZ ROAD WEST","","BRADENTON","FL","342101800","2025","312","312","0"
"Condominium Project","51","PR1P005215","WATERWAY, A CONDO","9516 CORTEZ ROAD WEST","","BRADENTON","FL","342101800","2024","312","312","0"
"Condominium Project","51","PR1P005215","WATERWAY, A CONDO","9516 CORTEZ ROAD WEST","","BRADENTON","FL","342101800","2023","312","312","0"
"Condominium Project","51","PR1P005215","WATERWAY, A CONDO","9516 CORTEZ ROAD WEST","","BRADENTON","FL","342101800","2022","312","312","0"
"Condominium Project","56","PR1V000964","WATERWAY, A CONDO, THE","333 BLUEFISH DRIVE","","FORT WALTON BEACH","FL","325486149","2024","48","48","0"
"Condominium Project","56","PR1V000964","WATERWAY, A CONDO, THE","333 BLUEFISH DRIVE","","FORT WALTON BEACH","FL","325486149","2025","48","48","0"
"Condominium Project","56","PR1V000964","WATERWAY, A CONDO, THE","333 BLUEFISH DRIVE","","FORT WALTON BEACH","FL","325486149","2026","48","48","0"
"Condominium Project","56","PR1V000964","WATERWAY, A CONDO, THE","333 BLUEFISH DRIVE","","FORT WALTON BEACH","FL","325486149","2022","48","48","0"
"Condominium Project","56","PR1V000964","WATERWAY, A CONDO, THE","333 BLUEFISH DRIVE","","FORT WALTON BEACH","FL","325486149","2023","48","48","0"
"Condominium Project","60","PR1S021875","WATERWAYS AT DELRAY CONDO NO. 1","W ATLANTIC AVE & FLA TURNPIKE","","DELRAY BEACH","FL","33484","2026","32","32","0"
"Condominium Project","60","PR1S021875","WATERWAYS AT DELRAY CONDO NO. 1","W ATLANTIC AVE & FLA TURNPIKE","","DELRAY BEACH","FL","33484","2025","32","32","0"
"Condominium Project","60","PR1S021875","WATERWAYS AT DELRAY CONDO NO. 1","W ATLANTIC AVE & FLA TURNPIKE","","DELRAY BEACH","FL","33484","2023","32","32","0"
"Condominium Project","60","PR1S021875","WATERWAYS AT DELRAY CONDO NO. 1","W ATLANTIC AVE & FLA TURNPIKE","","DELRAY BEACH","FL","33484","2022","32","35.2","0"
"Condominium Project","60","PR1S021875","WATERWAYS AT DELRAY CONDO NO. 1","W ATLANTIC AVE & FLA TURNPIKE","","DELRAY BEACH","FL","33484","2024","32","35.2","0"
"Condominium Project","16","PR1V025598","WATERWAYS CONDO","1908 NORTH OCEAN DRIVE","","HOLLLYWOOD","FL","33138","2026","64","64","0"
"Condominium Project","16","PR1V025598","WATERWAYS CONDO","1908 NORTH OCEAN DRIVE","","HOLLLYWOOD","FL","33138","2024","64","64","0"
"Condominium Project","16","PR1V025598","WATERWAYS CONDO","1908 NORTH OCEAN DRIVE","","HOLLLYWOOD","FL","33138","2025","64","64","0"
"Condominium Project","16","PR1V025598","WATERWAYS CONDO","1908 NORTH OCEAN DRIVE","","HOLLLYWOOD","FL","33138","2023","64","64","0"
"Condominium Project","16","PR1V025598","WATERWAYS CONDO","1908 NORTH OCEAN DRIVE","","HOLLLYWOOD","FL","33138","2022","64","64","0"
"Condominium Project","54","PR70864","WATSON STREET CONDO","1005 WATSON STREET","","KEY WEST","FL","33040","2022","","",""
"Condominium Project","54","PR70864","WATSON STREET CONDO","1005 WATSON STREET","","KEY WEST","FL","33040","2023","","",""
"Condominium Project","54","PR70864","WATSON STREET CONDO","1005 WATSON STREET","","KEY WEST","FL","33040","2024","","",""
"Condominium Project","54","PR70864","WATSON STREET CONDO","1005 WATSON STREET","","KEY WEST","FL","33040","2025","","",""
"Condominium Project","54","PR70864","WATSON STREET CONDO","1005 WATSON STREET","","KEY WEST","FL","33040","2026","","",""
"Condominium Project","60","PR75098","WATTERS VILLAS I, A CONDO","13645 YARMOUTH CT","","WELLINGTON","FL","33414","2022","16","19.36","0"
"Condominium Project","60","PR75098","WATTERS VILLAS I, A CONDO","13645 YARMOUTH CT","","WELLINGTON","FL","33414","2023","16","17.6","0"
"Condominium Project","60","PR75098","WATTERS VILLAS I, A CONDO","13645 YARMOUTH CT","","WELLINGTON","FL","33414","2024","16","17.6","0"
"Condominium Project","60","PR75098","WATTERS VILLAS I, A CONDO","13645 YARMOUTH CT","","WELLINGTON","FL","33414","2025","16","16","0"
"Condominium Project","60","PR75098","WATTERS VILLAS I, A CONDO","13645 YARMOUTH CT","","WELLINGTON","FL","33414","2026","","",""
"Condominium Project","16","PR69828","WAVE CONDO THE","2501 SOUTH OCEAN DRIVE","","HOLLYWOOD","FL","33019","2022","2204","2204","0"
"Condominium Project","16","PR69828","WAVE CONDO THE","2501 SOUTH OCEAN DRIVE","","HOLLYWOOD","FL","33019","2023","2204","2204","0"
"Condominium Project","16","PR69828","WAVE CONDO THE","2501 SOUTH OCEAN DRIVE","","HOLLYWOOD","FL","33019","2024","2204","2204","0"
"Condominium Project","16","PR69828","WAVE CONDO THE","2501 SOUTH OCEAN DRIVE","","HOLLYWOOD","FL","33019","2025","2204","2204","0"
"Condominium Project","16","PR69828","WAVE CONDO THE","2501 SOUTH OCEAN DRIVE","","HOLLYWOOD","FL","33019","2026","2204","2204","0"
"Condominium Project","16","PR76150","WAVE ON BAYSHORE, A CONDO","620 BAYSHORE DRIVE","","FORT LAUDERDALE","FL","33304","2022","72","79.2","0"
"Condominium Project","16","PR76150","WAVE ON BAYSHORE, A CONDO","620 BAYSHORE DRIVE","","FORT LAUDERDALE","FL","33304","2023","72","79.2","0"
"Condominium Project","16","PR76150","WAVE ON BAYSHORE, A CONDO","620 BAYSHORE DRIVE","","FORT LAUDERDALE","FL","33304","2024","72","72","0"
"Condominium Project","16","PR76150","WAVE ON BAYSHORE, A CONDO","620 BAYSHORE DRIVE","","FORT LAUDERDALE","FL","33304","2025","72","72","0"
"Condominium Project","16","PR76150","WAVE ON BAYSHORE, A CONDO","620 BAYSHORE DRIVE","","FORT LAUDERDALE","FL","33304","2026","72","72","0"
"Condominium Project","62","PR71240","WAVE RESORT CONDO THE","UNKNOWN","","MADEIRA BEACH","FL","33708","2022","60","60","0"
"Condominium Project","62","PR71240","WAVE RESORT CONDO THE","UNKNOWN","","MADEIRA BEACH","FL","33708","2023","60","60","0"
"Condominium Project","62","PR71240","WAVE RESORT CONDO THE","UNKNOWN","","MADEIRA BEACH","FL","33708","2024","60","60","0"
"Condominium Project","62","PR71240","WAVE RESORT CONDO THE","UNKNOWN","","MADEIRA BEACH","FL","33708","2025","60","0","66"
"Condominium Project","62","PR71240","WAVE RESORT CONDO THE","UNKNOWN","","MADEIRA BEACH","FL","33708","2026","60","138.6","-66"
"Condominium Project","62","PR70751","WAVE, A CONDO THE","3315 58TH AVENUE SOUTH","","ST. PETERSBURG","FL","33712","2022","512","512","0"
"Condominium Project","62","PR70751","WAVE, A CONDO THE","3315 58TH AVENUE SOUTH","","ST. PETERSBURG","FL","33712","2023","512","512","0"
"Condominium Project","62","PR70751","WAVE, A CONDO THE","3315 58TH AVENUE SOUTH","","ST. PETERSBURG","FL","33712","2024","512","512","0"
"Condominium Project","62","PR70751","WAVE, A CONDO THE","3315 58TH AVENUE SOUTH","","ST. PETERSBURG","FL","33712","2025","512","512","0"
"Condominium Project","62","PR70751","WAVE, A CONDO THE","3315 58TH AVENUE SOUTH","","ST. PETERSBURG","FL","33712","2026","512","512","0"
"Condominium Project","74","PR70205","WAVE, A CONDO THE","2801 HILL STREET","","NEW SMYRNA BEACH","FL","32169","2022","44","48.4","0"
"Condominium Project","74","PR70205","WAVE, A CONDO THE","2801 HILL STREET","","NEW SMYRNA BEACH","FL","32169","2023","44","44","0"
"Condominium Project","74","PR70205","WAVE, A CONDO THE","2801 HILL STREET","","NEW SMYRNA BEACH","FL","32169","2024","44","44","0"
"Condominium Project","74","PR70205","WAVE, A CONDO THE","2801 HILL STREET","","NEW SMYRNA BEACH","FL","32169","2025","44","44","0"
"Condominium Project","74","PR70205","WAVE, A CONDO THE","2801 HILL STREET","","NEW SMYRNA BEACH","FL","32169","2026","44","44","0"
"Condominium Project","15","PR1S011037","WAVECREST, A CONDO, THE","1835 SOUTH ATLANTIC AVENUE","","COCOA BEACH","FL","329312389","2026","108","108","0"
"Condominium Project","15","PR1S011037","WAVECREST, A CONDO, THE","1835 SOUTH ATLANTIC AVENUE","","COCOA BEACH","FL","329312389","2025","108","108","0"
"Condominium Project","15","PR1S011037","WAVECREST, A CONDO, THE","1835 SOUTH ATLANTIC AVENUE","","COCOA BEACH","FL","329312389","2024","108","108","0"
"Condominium Project","15","PR1S011037","WAVECREST, A CONDO, THE","1835 SOUTH ATLANTIC AVENUE","","COCOA BEACH","FL","329312389","2023","108","108","0"
"Condominium Project","15","PR1S011037","WAVECREST, A CONDO, THE","1835 SOUTH ATLANTIC AVENUE","","COCOA BEACH","FL","329312389","2022","108","108","0"
"Condominium Project","15","PR1S015488","WAVECRESTER CONDO","301 SOUTH MIRAMAR AVENUE","","INDIALANTIC","FL","329033263","2022","72","72","0"
"Condominium Project","15","PR1S015488","WAVECRESTER CONDO","301 SOUTH MIRAMAR AVENUE","","INDIALANTIC","FL","329033263","2023","72","72","0"
"Condominium Project","15","PR1S015488","WAVECRESTER CONDO","301 SOUTH MIRAMAR AVENUE","","INDIALANTIC","FL","329033263","2024","72","72","0"
"Condominium Project","15","PR1S015488","WAVECRESTER CONDO","301 SOUTH MIRAMAR AVENUE","","INDIALANTIC","FL","329033263","2025","72","72","0"
"Condominium Project","15","PR1S015488","WAVECRESTER CONDO","301 SOUTH MIRAMAR AVENUE","","INDIALANTIC","FL","329033263","2026","72","72","0"
"Condominium Project","16","PR70639","WAVERLY AT LAS OLAS CONDOS THE","100 NORTH FEDERAL HIGHWAY","AND 110 NORTH FEDERAL HIGHWAY","FORT LAUDERDALE","FL","33301","2022","1216","1216","0"
"Condominium Project","16","PR70639","WAVERLY AT LAS OLAS CONDOS THE","100 NORTH FEDERAL HIGHWAY","AND 110 NORTH FEDERAL HIGHWAY","FORT LAUDERDALE","FL","33301","2023","1216","1216","0"
"Condominium Project","16","PR70639","WAVERLY AT LAS OLAS CONDOS THE","100 NORTH FEDERAL HIGHWAY","AND 110 NORTH FEDERAL HIGHWAY","FORT LAUDERDALE","FL","33301","2024","1216","1216","0"
"Condominium Project","16","PR70639","WAVERLY AT LAS OLAS CONDOS THE","100 NORTH FEDERAL HIGHWAY","AND 110 NORTH FEDERAL HIGHWAY","FORT LAUDERDALE","FL","33301","2025","1216","1216","0"
"Condominium Project","16","PR70639","WAVERLY AT LAS OLAS CONDOS THE","100 NORTH FEDERAL HIGHWAY","AND 110 NORTH FEDERAL HIGHWAY","FORT LAUDERDALE","FL","33301","2026","1216","1216","0"
"Condominium Project","23","PR1V026493","WAVERLY AT SOUTH BEACH, A CONDO","1330 WEST AVE","","MIAMI BEACH","FL","33139","2022","1596","1596","0"
"Condominium Project","23","PR1V026493","WAVERLY AT SOUTH BEACH, A CONDO","1330 WEST AVE","","MIAMI BEACH","FL","33139","2023","1596","1596","0"
"Condominium Project","23","PR1V026493","WAVERLY AT SOUTH BEACH, A CONDO","1330 WEST AVE","","MIAMI BEACH","FL","33139","2025","1596","1596","0"
"Condominium Project","23","PR1V026493","WAVERLY AT SOUTH BEACH, A CONDO","1330 WEST AVE","","MIAMI BEACH","FL","33139","2024","1596","1596","0"
"Condominium Project","23","PR1V026493","WAVERLY AT SOUTH BEACH, A CONDO","1330 WEST AVE","","MIAMI BEACH","FL","33139","2026","1596","1596","0"
"Condominium Project","23","PR70444","WAVERLY AT SURFSIDE BEACH CONDO THE","9201 COLLINS AVENUE","","SURFSIDE","FL","33154","2022","444","444","0"
"Condominium Project","23","PR70444","WAVERLY AT SURFSIDE BEACH CONDO THE","9201 COLLINS AVENUE","","SURFSIDE","FL","33154","2023","444","444","0"
"Condominium Project","23","PR70444","WAVERLY AT SURFSIDE BEACH CONDO THE","9201 COLLINS AVENUE","","SURFSIDE","FL","33154","2024","444","444","0"
"Condominium Project","23","PR70444","WAVERLY AT SURFSIDE BEACH CONDO THE","9201 COLLINS AVENUE","","SURFSIDE","FL","33154","2025","444","444","0"
"Condominium Project","23","PR70444","WAVERLY AT SURFSIDE BEACH CONDO THE","9201 COLLINS AVENUE","","SURFSIDE","FL","33154","2026","444","444","0"
"Condominium Project","58","PR69553","WAVERLY ON LAKE EOLA, A CONDO","322 EAST CENTRAL AVE","","ORLANDO","FL","32801","2022","920","920","0"
"Condominium Project","58","PR69553","WAVERLY ON LAKE EOLA, A CONDO","322 EAST CENTRAL AVE","","ORLANDO","FL","32801","2023","920","920","0"
"Condominium Project","58","PR69553","WAVERLY ON LAKE EOLA, A CONDO","322 EAST CENTRAL AVE","","ORLANDO","FL","32801","2024","920","920","0"
"Condominium Project","58","PR69553","WAVERLY ON LAKE EOLA, A CONDO","322 EAST CENTRAL AVE","","ORLANDO","FL","32801","2025","920","920","0"
"Condominium Project","58","PR69553","WAVERLY ON LAKE EOLA, A CONDO","322 EAST CENTRAL AVE","","ORLANDO","FL","32801","2026","920","920","0"
"Condominium Project","16","PR75075","WAVERLY PLACE CONDO","1114 SW 2ND","","FORT LAUDERDALE","FL","33312","2022","","",""
"Condominium Project","16","PR75075","WAVERLY PLACE CONDO","1114 SW 2ND","","FORT LAUDERDALE","FL","33312","2023","","",""
"Condominium Project","16","PR75075","WAVERLY PLACE CONDO","1114 SW 2ND","","FORT LAUDERDALE","FL","33312","2024","","",""
"Condominium Project","16","PR75075","WAVERLY PLACE CONDO","1114 SW 2ND","","FORT LAUDERDALE","FL","33312","2025","","",""
